name,type,start_time,duration,mosi
SPI,result,2.61604216,9.60E-07,0x00
SPI,result,2.61604364,0,0x00
SPI,result,2.61604604,9.60E-07,0x00
SPI,result,2.61604752,0,0x00
SPI,result,2.61604992,9.60E-07,0x00
SPI,result,2.6160514,0,0x00
SPI,result,2.6160538,9.60E-07,0x00
SPI,result,2.61605528,0,0x00
SPI,result,2.61605764,0,0x00
SPI,result,2.61605916,0,0x00
SPI,result,2.61606152,0,0x00
SPI,result,2.61606304,9.60E-07,0x00
SPI,result,2.6160654,0,0x00
SPI,result,2.61606692,9.60E-07,0x00
SPI,result,2.61606928,0,0x00
SPI,result,2.6160708,9.60E-07,0x00
SPI,result,2.61607316,0,0x00
SPI,result,2.61607468,9.60E-07,0x00
SPI,result,2.61607704,9.60E-07,0x00
SPI,result,2.61607852,0,0x00
SPI,result,2.61608092,9.60E-07,0x00
SPI,result,2.6160824,0,0x00
SPI,result,2.6160848,9.60E-07,0x00
SPI,result,2.61608628,0,0x00
SPI,result,2.61608868,9.60E-07,0x00
SPI,result,2.61609016,0,0x00
SPI,result,2.61609252,0,0x00
SPI,result,2.61609404,0,0x00
SPI,result,2.6160964,0,0x00
SPI,result,2.61609792,9.60E-07,0x00
SPI,result,2.61610028,0,0x00
SPI,result,2.6161018,9.60E-07,0x00
SPI,result,2.61610416,0,0x00
SPI,result,2.61610568,9.60E-07,0x00
SPI,result,2.61610804,0,0x00
SPI,result,2.61610956,9.60E-07,0x00
SPI,result,2.61611192,9.60E-07,0x00
SPI,result,2.6161134,0,0x00
SPI,result,2.6161158,9.60E-07,0x00
SPI,result,2.61611728,0,0x00
SPI,result,2.61611968,9.60E-07,0x00
SPI,result,2.61612116,0,0x00
SPI,result,2.61612356,9.60E-07,0x00
SPI,result,2.61612504,0,0x00
SPI,result,2.6161274,0,0x00
SPI,result,2.61612892,0,0x00
SPI,result,2.61613128,0,0x00
SPI,result,2.6161328,9.60E-07,0x00
SPI,result,2.61613516,0,0x00
SPI,result,2.61613668,9.60E-07,0x00
SPI,result,2.61613904,0,0x00
SPI,result,2.61614056,9.60E-07,0x00
SPI,result,2.61614292,0,0x00
SPI,result,2.6161444,0,0x00
SPI,result,2.6161468,9.60E-07,0x00
SPI,result,2.61614828,0,0x00
SPI,result,2.61615068,9.60E-07,0x00
SPI,result,2.61615216,0,0x00
SPI,result,2.61615456,9.60E-07,0x00
SPI,result,2.61615604,0,0x00
SPI,result,2.61615844,9.60E-07,0x00
SPI,result,2.61615992,0,0x00
SPI,result,2.61616228,0,0x00
SPI,result,2.6161638,9.60E-07,0x00
SPI,result,2.61616616,0,0x00
SPI,result,2.61616768,9.60E-07,0x00
SPI,result,2.61617004,0,0x00
SPI,result,2.61617156,9.60E-07,0x00
SPI,result,2.61617392,0,0x00
SPI,result,2.61617544,9.60E-07,0x00
SPI,result,2.6161778,9.60E-07,0x00
SPI,result,2.61617928,0,0x00
SPI,result,2.61618168,9.60E-07,0x00
SPI,result,2.61618316,0,0x00
SPI,result,2.61618556,9.60E-07,0x00
SPI,result,2.61618704,0,0x00
SPI,result,2.61618944,9.60E-07,0x00
SPI,result,2.61619092,0,0x00
SPI,result,2.61619328,0,0x00
SPI,result,2.6161948,0,0x00
SPI,result,2.61619716,0,0x00
SPI,result,2.61619868,9.60E-07,0x00
SPI,result,2.61620104,0,0x00
SPI,result,2.61620256,9.60E-07,0x00
SPI,result,2.61620492,0,0x00
SPI,result,2.61620644,9.60E-07,0x00
SPI,result,2.6162088,0,0x00
SPI,result,2.61621032,9.60E-07,0x00
SPI,result,2.61621268,9.60E-07,0x00
SPI,result,2.61621416,0,0x00
SPI,result,2.61621656,9.60E-07,0x00
SPI,result,2.61621804,0,0x00
SPI,result,2.61622044,9.60E-07,0x00
SPI,result,2.61622192,0,0x00
SPI,result,2.61622432,9.60E-07,0x00
SPI,result,2.6162258,0,0x00
SPI,result,2.61622816,0,0x00
SPI,result,2.61622968,0,0x00
SPI,result,2.61623204,0,0x00
SPI,result,2.61623356,9.60E-07,0x00
SPI,result,2.61623592,0,0x00
SPI,result,2.61623744,9.60E-07,0x00
SPI,result,2.6162398,0,0x00
SPI,result,2.61624132,9.60E-07,0x00
SPI,result,2.61624368,0,0x00
SPI,result,2.61624516,0,0x00
SPI,result,2.61624756,9.60E-07,0x00
SPI,result,2.61624904,0,0x00
SPI,result,2.61625144,9.60E-07,0x00
SPI,result,2.61625292,0,0x00
SPI,result,2.61625532,9.60E-07,0x00
SPI,result,2.6162568,0,0x00
SPI,result,2.6162592,9.60E-07,0x00
SPI,result,2.61626068,0,0x00
SPI,result,2.61626304,0,0x00
SPI,result,2.61626456,0,0x00
SPI,result,2.61626692,0,0x00
SPI,result,2.61626844,9.60E-07,0x00
SPI,result,2.6162708,0,0x00
SPI,result,2.61627232,9.60E-07,0x00
SPI,result,2.61627468,0,0x00
SPI,result,2.6162762,9.60E-07,0x00
SPI,result,2.61627856,0,0x00
SPI,result,2.61628004,0,0x00
SPI,result,2.61628244,9.60E-07,0x00
SPI,result,2.61628392,0,0x00
SPI,result,2.61628632,9.60E-07,0x00
SPI,result,2.6162878,0,0x00
SPI,result,2.6162902,9.60E-07,0x00
SPI,result,2.61629168,0,0x00
SPI,result,2.61629408,9.60E-07,0x00
SPI,result,2.61629556,0,0x00
SPI,result,2.61629792,0,0x00
SPI,result,2.61629944,9.60E-07,0x00
SPI,result,2.6163018,0,0x00
SPI,result,2.61630332,9.60E-07,0x00
SPI,result,2.61630568,0,0x00
SPI,result,2.6163072,9.60E-07,0x00
SPI,result,2.61630956,0,0x00
SPI,result,2.61631108,9.60E-07,0x00
SPI,result,2.61631344,0,0x00
SPI,result,2.61631492,0,0x00
SPI,result,2.61631732,9.60E-07,0x00
SPI,result,2.6163188,0,0x00
SPI,result,2.6163212,9.60E-07,0x00
SPI,result,2.61632268,0,0x00
SPI,result,2.61632508,9.60E-07,0x00
SPI,result,2.61632656,0,0x00
SPI,result,2.61632896,9.60E-07,0x00
SPI,result,2.61633044,0,0x00
SPI,result,2.6163328,0,0x00
SPI,result,2.61633432,9.60E-07,0x00
SPI,result,2.61633668,0,0x00
SPI,result,2.6163382,9.60E-07,0x00
SPI,result,2.61634056,0,0x00
SPI,result,2.61634208,9.60E-07,0x00
SPI,result,2.61634444,0,0x00
SPI,result,2.61634596,9.60E-07,0x00
SPI,result,2.61634832,0,0x00
SPI,result,2.6163498,0,0x00
SPI,result,2.6163522,9.60E-07,0x00
SPI,result,2.61635368,0,0x00
SPI,result,2.61635608,9.60E-07,0x00
SPI,result,2.61635756,0,0x00
SPI,result,2.61635996,9.60E-07,0x00
SPI,result,2.61636144,0,0x00
SPI,result,2.6163638,0,0x00
SPI,result,2.61636532,0,0x00
SPI,result,2.61636768,0,0x00
SPI,result,2.6163692,9.60E-07,0x00
SPI,result,2.61637156,0,0x00
SPI,result,2.61637308,9.60E-07,0x00
SPI,result,2.61637544,0,0x00
SPI,result,2.61637696,9.60E-07,0x00
SPI,result,2.61637932,0,0x00
SPI,result,2.61638084,9.60E-07,0x00
SPI,result,2.6163832,9.60E-07,0x00
SPI,result,2.61638468,0,0x00
SPI,result,2.61638708,9.60E-07,0x00
SPI,result,2.61638856,0,0x00
SPI,result,2.61639096,9.60E-07,0x00
SPI,result,2.61639244,0,0x00
SPI,result,2.61639484,9.60E-07,0x00
SPI,result,2.61639632,0,0x00
SPI,result,2.61639868,0,0x00
SPI,result,2.6164002,0,0x00
SPI,result,2.61640256,0,0x00
SPI,result,2.61640408,9.60E-07,0x00
SPI,result,2.61640644,0,0x00
SPI,result,2.61640796,9.60E-07,0x00
SPI,result,2.61641032,0,0x00
SPI,result,2.61641184,9.60E-07,0x00
SPI,result,2.6164142,0,0x00
SPI,result,2.61641568,0,0x00
SPI,result,2.61641808,9.60E-07,0x00
SPI,result,2.61641956,0,0x00
SPI,result,2.61642196,9.60E-07,0x00
SPI,result,2.61642344,0,0x00
SPI,result,2.61642584,9.60E-07,0x00
SPI,result,2.61642732,0,0x00
SPI,result,2.61642972,9.60E-07,0x00
SPI,result,2.6164312,0,0x00
SPI,result,2.61643356,0,0x00
SPI,result,2.61643508,9.60E-07,0x00
SPI,result,2.61643744,0,0x00
SPI,result,2.61643896,9.60E-07,0x00
SPI,result,2.61644132,0,0x00
SPI,result,2.61644284,9.60E-07,0x00
SPI,result,2.6164452,0,0x00
SPI,result,2.61644672,9.60E-07,0x00
SPI,result,2.61644908,0,0x00
SPI,result,2.61645056,0,0x00
SPI,result,2.61645296,9.60E-07,0x00
SPI,result,2.61645444,0,0x00
SPI,result,2.61645684,9.60E-07,0x00
SPI,result,2.61645832,0,0x00
SPI,result,2.61646072,9.60E-07,0x00
SPI,result,2.6164622,0,0x00
SPI,result,2.6164646,9.60E-07,0x00
SPI,result,2.61646608,0,0x00
SPI,result,2.61646844,0,0x00
SPI,result,2.61646996,9.60E-07,0x00
SPI,result,2.61647232,0,0x00
SPI,result,2.61647384,9.60E-07,0x00
SPI,result,2.6164762,0,0x00
SPI,result,2.61647772,9.60E-07,0x00
SPI,result,2.61648008,1.00E-06,0x00
SPI,result,2.6164816,9.60E-07,0x00
SPI,result,2.61648396,0,0x00
SPI,result,2.61648544,0,0x00
SPI,result,2.61648784,9.60E-07,0x00
SPI,result,2.61648932,0,0x00
SPI,result,2.61649172,9.60E-07,0x00
SPI,result,2.6164932,0,0x00
SPI,result,2.6164956,9.60E-07,0x00
SPI,result,2.61649708,0,0x00
SPI,result,2.61649944,0,0x00
SPI,result,2.61650096,0,0x00
SPI,result,2.61650332,0,0x00
SPI,result,2.61650484,9.60E-07,0x00
SPI,result,2.6165072,0,0x00
SPI,result,2.61650872,9.60E-07,0x00
SPI,result,2.61651108,0,0x00
SPI,result,2.6165126,9.60E-07,0x00
SPI,result,2.61651496,0,0x00
SPI,result,2.61651648,9.60E-07,0x00
SPI,result,2.61651884,9.60E-07,0x00
SPI,result,2.61652032,0,0x00
SPI,result,2.61652272,9.60E-07,0x00
SPI,result,2.61652928,9.60E-07,0x00
SPI,result,2.61653164,0,0x00
SPI,result,2.61653316,9.60E-07,0x00
SPI,result,2.61653552,0,0x00
SPI,result,2.61653704,9.60E-07,0x00
SPI,result,2.6165394,0,0x00
SPI,result,2.61654092,9.60E-07,0x00
SPI,result,2.61654328,9.60E-07,0x00
SPI,result,2.61654476,0,0x00
SPI,result,2.61654716,9.60E-07,0x00
SPI,result,2.61654864,0,0x00
SPI,result,2.61655104,9.60E-07,0x00
SPI,result,2.61655252,0,0x00
SPI,result,2.61655492,9.60E-07,0x00
SPI,result,2.6165564,0,0x00
SPI,result,2.61655876,0,0x00
SPI,result,2.61656028,0,0x00
SPI,result,2.61656264,0,0x00
SPI,result,2.61656416,9.60E-07,0x00
SPI,result,2.61656652,1.00E-06,0x00
SPI,result,2.61656804,9.60E-07,0x00
SPI,result,2.6165704,0,0x00
SPI,result,2.61657192,9.60E-07,0x00
SPI,result,2.61657428,0,0x00
SPI,result,2.6165758,9.60E-07,0x00
SPI,result,2.61657816,9.60E-07,0x00
SPI,result,2.61657964,0,0x00
SPI,result,2.61658204,9.60E-07,0x00
SPI,result,2.61658352,0,0x00
SPI,result,2.61658592,9.60E-07,0x00
SPI,result,2.6165874,0,0x00
SPI,result,2.6165898,9.60E-07,0x00
SPI,result,2.61659128,0,0x00
SPI,result,2.61659364,0,0x00
SPI,result,2.61659516,9.60E-07,0x00
SPI,result,2.61659752,0,0x00
SPI,result,2.61659904,9.60E-07,0x00
SPI,result,2.6166014,0,0x00
SPI,result,2.61660292,9.60E-07,0x00
SPI,result,2.61660528,0,0x00
SPI,result,2.6166068,9.60E-07,0x00
SPI,result,2.61660916,0,0x00
SPI,result,2.61661064,0,0x00
SPI,result,2.61661304,9.60E-07,0x00
SPI,result,2.61661452,0,0x00
SPI,result,2.61661692,9.60E-07,0x00
SPI,result,2.6166184,0,0x00
SPI,result,2.6166208,9.60E-07,0x00
SPI,result,2.61662228,0,0x00
SPI,result,2.61662464,0,0x00
SPI,result,2.61662616,0,0x00
SPI,result,2.61662852,0,0x00
SPI,result,2.61663004,9.60E-07,0x00
SPI,result,2.6166324,0,0x00
SPI,result,2.61663392,9.60E-07,0x00
SPI,result,2.61663628,0,0x00
SPI,result,2.6166378,9.60E-07,0x00
SPI,result,2.61664016,0,0x00
SPI,result,2.61664168,9.60E-07,0x00
SPI,result,2.61664404,0,0x00
SPI,result,2.61664552,0,0x00
SPI,result,2.61664792,9.60E-07,0x00
SPI,result,2.6166494,0,0x00
SPI,result,2.6166518,9.60E-07,0x00
SPI,result,2.61665328,0,0x00
SPI,result,2.61665568,9.60E-07,0x00
SPI,result,2.61665716,0,0x00
SPI,result,2.61665952,0,0x00
SPI,result,2.61666104,0,0x00
SPI,result,2.6166634,0,0x00
SPI,result,2.61666492,9.60E-07,0x00
SPI,result,2.61666728,0,0x00
SPI,result,2.6166688,9.60E-07,0x00
SPI,result,2.61667116,1.00E-06,0x00
SPI,result,2.61667268,9.60E-07,0x00
SPI,result,2.61667504,0,0x00
SPI,result,2.61667656,9.60E-07,0x00
SPI,result,2.61667892,9.60E-07,0x00
SPI,result,2.6166804,0,0x00
SPI,result,2.6166828,9.60E-07,0x00
SPI,result,2.61668428,0,0x00
SPI,result,2.61668668,9.60E-07,0x00
SPI,result,2.61668816,0,0x00
SPI,result,2.61669056,9.60E-07,0x00
SPI,result,2.61669204,0,0x00
SPI,result,2.6166944,1.00E-06,0x00
SPI,result,2.61669592,0,0x00
SPI,result,2.61669828,0,0x00
SPI,result,2.6166998,9.60E-07,0x00
SPI,result,2.61670216,0,0x00
SPI,result,2.61670368,9.60E-07,0x00
SPI,result,2.61670604,0,0x00
SPI,result,2.61670756,9.60E-07,0x00
SPI,result,2.61670992,0,0x00
SPI,result,2.61671144,9.60E-07,0x00
SPI,result,2.6167138,9.60E-07,0x00
SPI,result,2.61671528,0,0x00
SPI,result,2.61671768,9.60E-07,0x00
SPI,result,2.61671916,0,0x00
SPI,result,2.61672156,9.60E-07,0x00
SPI,result,2.61672304,1.00E-06,0x00
SPI,result,2.61672544,9.60E-07,0x00
SPI,result,2.61672692,0,0x00
SPI,result,2.61672928,0,0x00
SPI,result,2.6167308,9.60E-07,0x00
SPI,result,2.61673316,0,0x00
SPI,result,2.61673468,9.60E-07,0x00
SPI,result,2.61673704,0,0x00
SPI,result,2.61673856,9.60E-07,0x00
SPI,result,2.61674092,0,0x00
SPI,result,2.61674244,9.60E-07,0x00
SPI,result,2.6167448,1.00E-06,0x00
SPI,result,2.61674628,1.00E-06,0x00
SPI,result,2.61674868,9.60E-07,0x00
SPI,result,2.61675016,0,0x00
SPI,result,2.61675256,9.60E-07,0x00
SPI,result,2.61675404,0,0x00
SPI,result,2.61675644,9.60E-07,0x00
SPI,result,2.61675792,0,0x00
SPI,result,2.61676032,9.60E-07,0x00
SPI,result,2.6167618,0,0x00
SPI,result,2.61676416,0,0x00
SPI,result,2.61676568,9.60E-07,0x00
SPI,result,2.61676804,1.00E-06,0x00
SPI,result,2.61676956,9.60E-07,0x00
SPI,result,2.61677192,0,0x00
SPI,result,2.61677344,9.60E-07,0x00
SPI,result,2.6167758,0,0x00
SPI,result,2.61677732,9.60E-07,0x00
SPI,result,2.61677968,0,0x00
SPI,result,2.61678116,0,0x00
SPI,result,2.61678356,9.60E-07,0x00
SPI,result,2.61678504,0,0x00
SPI,result,2.61678744,9.60E-07,0x00
SPI,result,2.61678892,0,0x00
SPI,result,2.61679132,9.60E-07,0x00
SPI,result,2.6167928,0,0x00
SPI,result,2.61679516,0,0x00
SPI,result,2.61679668,0,0x00
SPI,result,2.61679904,0,0x00
SPI,result,2.61680056,9.60E-07,0x00
SPI,result,2.61680292,0,0x00
SPI,result,2.61680444,9.60E-07,0x00
SPI,result,2.6168068,0,0x00
SPI,result,2.61680832,9.60E-07,0x00
SPI,result,2.61681068,0,0x00
SPI,result,2.6168122,9.60E-07,0x00
SPI,result,2.61681456,9.60E-07,0x00
SPI,result,2.61681604,0,0x00
SPI,result,2.61681844,9.60E-07,0x00
SPI,result,2.61681992,1.00E-06,0x00
SPI,result,2.61682232,9.60E-07,0x00
SPI,result,2.6168238,0,0x00
SPI,result,2.6168262,9.60E-07,0x00
SPI,result,2.61682768,1.00E-06,0x00
SPI,result,2.61683004,0,0x00
SPI,result,2.61683156,0,0x00
SPI,result,2.61683392,0,0x00
SPI,result,2.61683544,9.60E-07,0x00
SPI,result,2.6168378,0,0x00
SPI,result,2.61683932,9.60E-07,0x00
SPI,result,2.61684168,0,0x00
SPI,result,2.6168432,9.60E-07,0x00
SPI,result,2.61684556,0,0x00
SPI,result,2.61684708,9.60E-07,0x00
SPI,result,2.61684944,9.60E-07,0x00
SPI,result,2.61685092,0,0x00
SPI,result,2.61685332,9.60E-07,0x00
SPI,result,2.6168548,0,0x00
SPI,result,2.6168572,9.60E-07,0x00
SPI,result,2.61685868,0,0x00
SPI,result,2.61686108,9.60E-07,0x00
SPI,result,2.61686256,0,0x00
SPI,result,2.61686492,0,0x00
SPI,result,2.61686644,9.60E-07,0x00
SPI,result,2.6168688,0,0x00
SPI,result,2.61687032,9.60E-07,0x00
SPI,result,2.61687268,1.00E-06,0x00
SPI,result,2.6168742,9.60E-07,0x00
SPI,result,2.61687656,0,0x00
SPI,result,2.61687808,9.60E-07,0x00
SPI,result,2.61688044,0,0x00
SPI,result,2.61688192,0,0x00
SPI,result,2.61688432,9.60E-07,0x00
SPI,result,2.6168858,0,0x00
SPI,result,2.6168882,9.60E-07,0x00
SPI,result,2.61688968,0,0x00
SPI,result,2.61689208,9.60E-07,0x00
SPI,result,2.61689356,0,0x00
SPI,result,2.61689596,9.60E-07,0x00
SPI,result,2.61689744,0,0x00
SPI,result,2.6168998,0,0x00
SPI,result,2.61690132,9.60E-07,0x00
SPI,result,2.61690368,0,0x00
SPI,result,2.6169052,9.60E-07,0x00
SPI,result,2.61690756,0,0x00
SPI,result,2.61690908,9.60E-07,0x00
SPI,result,2.61691144,0,0x00
SPI,result,2.61691296,9.60E-07,0x00
SPI,result,2.61691532,0,0x00
SPI,result,2.6169168,0,0x00
SPI,result,2.6169192,9.60E-07,0x00
SPI,result,2.61692068,0,0x00
SPI,result,2.61692308,9.60E-07,0x00
SPI,result,2.61692456,1.00E-06,0x00
SPI,result,2.61692696,9.60E-07,0x00
SPI,result,2.61692844,0,0x00
SPI,result,2.6169308,0,0x00
SPI,result,2.61693232,0,0x00
SPI,result,2.61693468,0,0x00
SPI,result,2.6169362,9.60E-07,0x00
SPI,result,2.61693856,0,0x00
SPI,result,2.61694008,9.60E-07,0x00
SPI,result,2.61694244,0,0x00
SPI,result,2.61694396,9.60E-07,0x00
SPI,result,2.61694632,0,0x00
SPI,result,2.61694784,9.60E-07,0x00
SPI,result,2.6169502,9.60E-07,0x00
SPI,result,2.61695168,0,0x00
SPI,result,2.61695408,9.60E-07,0x00
SPI,result,2.61695556,0,0x00
SPI,result,2.61695796,9.60E-07,0x00
SPI,result,2.61695944,0,0x00
SPI,result,2.61696184,9.60E-07,0x00
SPI,result,2.61696332,0,0x00
SPI,result,2.61696568,0,0x00
SPI,result,2.6169672,0,0x00
SPI,result,2.61696956,0,0x00
SPI,result,2.61697108,9.60E-07,0x00
SPI,result,2.61697344,0,0x00
SPI,result,2.61697496,9.60E-07,0x00
SPI,result,2.61697732,0,0x00
SPI,result,2.61697884,9.60E-07,0x00
SPI,result,2.6169812,0,0x00
SPI,result,2.61698272,9.60E-07,0x00
SPI,result,2.61698508,9.60E-07,0x00
SPI,result,2.61698656,0,0x00
SPI,result,2.61698896,9.60E-07,0x00
SPI,result,2.61699044,0,0x00
SPI,result,2.61699284,9.60E-07,0x00
SPI,result,2.61699432,0,0x00
SPI,result,2.61699672,9.60E-07,0x00
SPI,result,2.6169982,0,0x00
SPI,result,2.61700056,0,0x00
SPI,result,2.61700208,0,0x00
SPI,result,2.61700444,0,0x00
SPI,result,2.61700596,9.60E-07,0x00
SPI,result,2.61700832,0,0x00
SPI,result,2.61700984,9.60E-07,0x00
SPI,result,2.6170122,0,0x00
SPI,result,2.61701372,9.60E-07,0x00
SPI,result,2.61701608,0,0x00
SPI,result,2.6170176,9.60E-07,0x00
SPI,result,2.61701996,9.60E-07,0x00
SPI,result,2.61702144,0,0x00
SPI,result,2.61702384,9.60E-07,0x00
SPI,result,2.61702532,0,0x00
SPI,result,2.61702772,9.60E-07,0x00
SPI,result,2.6170292,0,0x00
SPI,result,2.6170316,9.60E-07,0x00
SPI,result,2.61703308,0,0x00
SPI,result,2.61703544,0,0x00
SPI,result,2.61703696,0,0x00
SPI,result,2.61703932,0,0x00
SPI,result,2.61704084,9.60E-07,0x00
SPI,result,2.6170432,0,0x00
SPI,result,2.61704472,9.60E-07,0x00
SPI,result,2.61704708,0,0x00
SPI,result,2.6170486,9.60E-07,0x00
SPI,result,2.61705096,0,0x00
SPI,result,2.61705244,0,0x00
SPI,result,2.61705484,9.60E-07,0x00
SPI,result,2.61705632,0,0x00
SPI,result,2.61705872,9.60E-07,0x00
SPI,result,2.6170602,0,0x00
SPI,result,2.6170626,9.60E-07,0x00
SPI,result,2.61706408,0,0x00
SPI,result,2.61706644,0,0x00
SPI,result,2.61706796,0,0x00
SPI,result,2.61707032,0,0x00
SPI,result,2.61707184,9.60E-07,0x00
SPI,result,2.6170742,0,0x00
SPI,result,2.61707572,9.60E-07,0x00
SPI,result,2.61707808,0,0x00
SPI,result,2.6170796,9.60E-07,0x00
SPI,result,2.61708196,0,0x00
SPI,result,2.61708348,9.60E-07,0x00
SPI,result,2.61708584,9.60E-07,0x00
SPI,result,2.61708732,0,0x00
SPI,result,2.61708972,9.60E-07,0x00
SPI,result,2.6170912,0,0x00
SPI,result,2.6170936,9.60E-07,0x00
SPI,result,2.61709508,0,0x00
SPI,result,2.61709748,9.60E-07,0x00
SPI,result,2.61709896,0,0x00
SPI,result,2.61710132,0,0x00
SPI,result,2.61710284,0,0x00
SPI,result,2.6171052,0,0x00
SPI,result,2.61710672,9.60E-07,0x00
SPI,result,2.61710908,0,0x00
SPI,result,2.6171106,9.60E-07,0x00
SPI,result,2.61711296,0,0x00
SPI,result,2.61711448,9.60E-07,0x00
SPI,result,2.61711684,0,0x00
SPI,result,2.61711836,9.60E-07,0x00
SPI,result,2.61712072,9.60E-07,0x00
SPI,result,2.6171222,0,0x00
SPI,result,2.6171246,9.60E-07,0x00
SPI,result,2.61712608,0,0x00
SPI,result,2.61712848,9.60E-07,0x00
SPI,result,2.61712996,0,0x00
SPI,result,2.61713236,9.60E-07,0x00
SPI,result,2.61713384,0,0x00
SPI,result,2.6171362,0,0x00
SPI,result,2.61713772,0,0x00
SPI,result,2.61714008,0,0x00
SPI,result,2.6171416,9.60E-07,0x00
SPI,result,2.61714396,0,0x00
SPI,result,2.61714548,9.60E-07,0x00
SPI,result,2.61714784,0,0x00
SPI,result,2.61714936,9.60E-07,0x00
SPI,result,2.61715172,0,0x00
SPI,result,2.61715324,9.60E-07,0x00
SPI,result,2.6171556,9.60E-07,0x00
SPI,result,2.61715708,0,0x00
SPI,result,2.61715948,9.60E-07,0x00
SPI,result,2.61716096,0,0x00
SPI,result,2.61716336,9.60E-07,0x00
SPI,result,2.61716484,0,0x00
SPI,result,2.61716724,9.60E-07,0x00
SPI,result,2.61716872,0,0x00
SPI,result,2.61717108,0,0x00
SPI,result,2.6171726,0,0x00
SPI,result,2.61717496,0,0x00
SPI,result,2.61717648,9.60E-07,0x00
SPI,result,2.61717884,0,0x00
SPI,result,2.61718036,9.60E-07,0x00
SPI,result,2.61718272,0,0x00
SPI,result,2.61718424,9.60E-07,0x00
SPI,result,2.6171866,0,0x00
SPI,result,2.61718808,0,0x00
SPI,result,2.61719048,9.60E-07,0x00
SPI,result,2.61719196,0,0x00
SPI,result,2.61719436,9.60E-07,0x00
SPI,result,2.61719584,0,0x00
SPI,result,2.61719824,9.60E-07,0x00
SPI,result,2.61719972,0,0x00
SPI,result,2.61720212,9.60E-07,0x00
SPI,result,2.6172036,0,0x00
SPI,result,2.61720596,0,0x00
SPI,result,2.61720748,9.60E-07,0x00
SPI,result,2.61720984,0,0x00
SPI,result,2.61721136,9.60E-07,0x00
SPI,result,2.61721372,0,0x00
SPI,result,2.61721524,9.60E-07,0x00
SPI,result,2.6172176,0,0x00
SPI,result,2.61721912,9.60E-07,0x00
SPI,result,2.61722148,9.60E-07,0x00
SPI,result,2.61722296,0,0x00
SPI,result,2.61722536,9.60E-07,0x00
SPI,result,2.61722684,0,0x00
SPI,result,2.61722924,9.60E-07,0x00
SPI,result,2.61723072,0,0x00
SPI,result,2.61723312,9.60E-07,0x00
SPI,result,2.6172346,0,0x00
SPI,result,2.61723696,0,0x00
SPI,result,2.61723848,0,0x00
SPI,result,2.61724084,0,0x00
SPI,result,2.61724236,9.60E-07,0x00
SPI,result,2.61724472,0,0x00
SPI,result,2.61724624,9.60E-07,0x00
SPI,result,2.6172486,0,0x00
SPI,result,2.61725012,9.60E-07,0x00
SPI,result,2.61725248,0,0x00
SPI,result,2.617254,9.60E-07,0x00
SPI,result,2.61725636,9.60E-07,0x00
SPI,result,2.61725784,0,0x00
SPI,result,2.61726024,9.60E-07,0x00
SPI,result,2.61726172,0,0x00
SPI,result,2.61726412,9.60E-07,0x00
SPI,result,2.6172656,0,0x00
SPI,result,2.617268,9.60E-07,0x00
SPI,result,2.61726948,0,0x00
SPI,result,2.61727184,0,0x00
SPI,result,2.61727336,0,0x00
SPI,result,2.61727572,0,0x00
SPI,result,2.61727724,9.60E-07,0x00
SPI,result,2.6172796,0,0x00
SPI,result,2.61728112,9.60E-07,0x00
SPI,result,2.61728348,0,0x00
SPI,result,2.617285,9.60E-07,0x00
SPI,result,2.61728736,0,0x00
SPI,result,2.61728888,9.60E-07,0x00
SPI,result,2.61729124,9.60E-07,0x00
SPI,result,2.61729272,0,0x00
SPI,result,2.61729512,9.60E-07,0x00
SPI,result,2.6172966,0,0x00
SPI,result,2.617299,9.60E-07,0x00
SPI,result,2.61730048,0,0x00
SPI,result,2.61730288,9.60E-07,0x00
SPI,result,2.61730436,0,0x00
SPI,result,2.61730672,0,0x00
SPI,result,2.61730824,9.60E-07,0x00
SPI,result,2.6173106,0,0x00
SPI,result,2.61731212,9.60E-07,0x00
SPI,result,2.61731448,0,0x00
SPI,result,2.617316,9.60E-07,0x00
SPI,result,2.61731836,0,0x00
SPI,result,2.61731988,9.60E-07,0x00
SPI,result,2.61732224,0,0x00
SPI,result,2.61732372,0,0x00
SPI,result,2.61732612,9.60E-07,0x00
SPI,result,2.6173276,0,0x00
SPI,result,2.61733,9.60E-07,0x00
SPI,result,2.61733148,0,0x00
SPI,result,2.61733388,9.60E-07,0x00
SPI,result,2.61733536,0,0x00
SPI,result,2.61733776,9.60E-07,0x00
SPI,result,2.61733924,0,0x00
SPI,result,2.6173416,0,0x00
SPI,result,2.61734312,9.60E-07,0x00
SPI,result,2.61734548,0,0x00
SPI,result,2.617347,9.60E-07,0x00
SPI,result,2.61734936,0,0x00
SPI,result,2.61735088,9.60E-07,0x00
SPI,result,2.61735324,0,0x00
SPI,result,2.61735476,9.60E-07,0x00
SPI,result,2.61735712,0,0x00
SPI,result,2.6173586,0,0x00
SPI,result,2.617361,9.60E-07,0x00
SPI,result,2.61736248,0,0x00
SPI,result,2.61736488,9.60E-07,0x00
SPI,result,2.61736636,0,0x00
SPI,result,2.61736876,9.60E-07,0x00
SPI,result,2.61737024,0,0x00
SPI,result,2.6173726,0,0x00
SPI,result,2.61737412,0,0x00
SPI,result,2.61737648,0,0x00
SPI,result,2.617378,9.60E-07,0x00
SPI,result,2.61738036,0,0x00
SPI,result,2.61738188,9.60E-07,0x00
